,item,code,firstCategory,FirstCategoryID,secondCategory,SecondCategoryID
130,橙皮脯,1030202060000000000,糖果类食品,72.0,蜜饯,500.0
131,茶布丁,1030202070100000000,糖果类食品,72.0,果冻,502.0
132,带别针标签纸,1060105070000000000,纸制品,105.0,纸或纸板制标签,903.0
133,布面封皮月·周预定表,1060105010000000000,纸制品,105.0,纸和纸板制容器,897.0
134,婴儿湿巾,1060102030000000000,纸制品,105.0,卫生用纸原纸,881.0
135,复印纸,1060102010000000000,纸制品,105.0,未涂布印刷书写用纸,879.0
136,地板拖把替换纸,1060105990000000000,纸制品,105.0,其他纸制品,908.0
137,咖啡过滤纸,1060102060000000000,纸制品,105.0,纤维类过滤纸及纸板,884.0
138,咖啡滤纸,1060105990000000000,纸制品,105.0,其他纸制品,908.0
139,脚尖隐形船袜 女士,1040113060000000000,纺织产品,92.0,针织袜,694.0
140,触摸屏手套,1040113070000000000,纺织产品,92.0,针织手套,695.0
141,棉混丝毛巾布被套 浅棕色,1040105040000000000,纺织产品,92.0,被罩,638.0
142,动物靠垫狗米白色45厘米,1040105070000000000,纺织产品,92.0,寝具及类似填充用品,641.0
143,动物靠垫猫米白色45厘米,1040105070000000000,纺织产品,92.0,寝具及类似填充用品,641.0
144,原色羊毛平织座垫套 浅棕色,1040106050000000000,纺织产品,92.0,垫子套,650.0
145,三重纱织手帕,1040114030000000000,纺织产品,92.0,手帕,699.0
146,三重纱织格子手帕,1040114030000000000,纺织产品,92.0,手帕,699.0
147,不宜脱线三双组过膝袜,1040113060000000000,纺织产品,92.0,针织袜,694.0
148,平衡化妆水,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
149,平衡保湿乳霜,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
150,平衡乳液,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
151,小型化妆棉,1070223010000000000,美容护肤品,157.0,清洁类化妆品,1795.0
152,头皮护理洗发液(替换装),1070223030000000000,美容护肤品,157.0,护发用化妆品,1797.0
153,头皮护理护发素,1070223030000000000,美容护肤品,157.0,护发用化妆品,1797.0
154,大容量舒柔乳液/敏感肌肤用/高保湿型,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
155,大容量焕肤辅助美容液,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
156,大容量焕肤化妆水/高保湿型,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
157,大容量焕肤化妆水/舒爽型,1070223020000000000,美容护肤品,157.0,护肤用化妆品,1796.0
158,唇膏,1070223040000000000,美容护肤品,157.0,美容、修饰类化妆品,1798.0
159,唇彩,1070223040000000000,美容护肤品,157.0,美容、修饰类化妆品,1798.0
160,原色化妝棉,1070223010000000000,美容护肤品,157.0,清洁类化妆品,1795.0
161,卸妆乳,1070223010000000000,美容护肤品,157.0,清洁类化妆品,1795.0
162,化妆用海绵,1070223010000000000,美容护肤品,157.0,清洁类化妆品,1795.0
163,坂元天寿酿造黑醋,1030206030000000000,调味品,76.0,醋及醋代用品,529.0
164,坂元萨摩酿造黑醋,1030206030000000000,调味品,76.0,醋及醋代用品,529.0
165,川老汇郫县豆瓣,1030206040000000000,调味品,76.0,复合调味品,530.0
166,彰显食材风味卡尔博纳拉意面酱,1030206040000000000,调味品,76.0,复合调味品,530.0
167,彰显食材风味绿咖喱,1030206040000000000,调味品,76.0,复合调味品,530.0
168,意大利产番茄味 意面酱,1030206040000000000,调味品,76.0,复合调味品,530.0
169,意大利香醋汁,1030206040000000000,调味品,76.0,复合调味品,530.0
170,意大利黑醋,1030206030000000000,调味品,76.0,醋及醋代用品,529.0
171,意式咸肉和蘑菇的芝士奶油意面酱,1030206040000000000,调味品,76.0,复合调味品,530.0
172,罗勒鸡肉炒饭调料,1030206040000000000,调味品,76.0,复合调味品,530.0
173,美国辣椒仔,1030206040000000000,调味品,76.0,复合调味品,530.0
174,老干妈辣酱,1030206040000000000,调味品,76.0,复合调味品,530.0
175,老抽 500ml/件,1030206020000000000,调味品,76.0,酱油及酱类制品,528.0
176,肉桂粉,1030206040000000000,调味品,76.0,复合调味品,530.0
177,腌制料,1030206040000000000,调味品,76.0,复合调味品,530.0
178,黑胡椒粉,1030206040000000000,调味品,76.0,复合调味品,530.0
179,黑芝麻酱,1030206040000000000,调味品,76.0,复合调味品,530.0
180,黑醋调味汁,1030206040000000000,调味品,76.0,复合调味品,530.0
181,【部件】不锈钢厚平底杯/盖衬垫,1080423000000000000,金属制品,193.0,金属制餐具,2469.0
182,18-8不锈钢小物品架,1080424000000000000,金属制品,193.0,金属制日用杂品,2470.0
183,18-8不锈钢搅拌棒,1080422000000000000,金属制品,193.0,金属制烹饪炊具,2468.0
184,18-8不锈钢架,1080424000000000000,金属制品,193.0,金属制日用杂品,2470.0
185,18-8不锈钢水槽架,1080424000000000000,金属制品,193.0,金属制日用杂品,2470.0
186,18-8不锈钢滑篮型大,1080424000000000000,金属制品,193.0,金属制日用杂品,2470.0
187,18-8不锈钢牛油刀,1080423000000000000,金属制品,193.0,金属制餐具,2469.0
188,香槟杯组合,1080114010000000000,非金属矿物制品,175.0,餐饮用玻璃器皿,2112.0
189,餐盘,1080121010000000000,非金属矿物制品,175.0,日用陶瓷餐具,2132.0
190,耐热玻璃便当盒 附隔板 大,1080114010000000000,非金属矿物制品,175.0,餐饮用玻璃器皿,2112.0
191,耐热玻璃/酒瓶,1080114010000000000,非金属矿物制品,175.0,餐饮用玻璃器皿,2112.0
192,耐热玻璃/茶盘,1080114990000000000,非金属矿物制品,175.0,其他日用玻璃制品,2115.0
193,耐热玻璃/茶杯&茶碟,1080114010000000000,非金属矿物制品,175.0,餐饮用玻璃器皿,2112.0
194,不易沾水起毛加工 浅口平底鞋（女士）,1040204020000000000,鞋,95.0,纺织面鞋,744.0
195,不易疲劳 起毛 懒式运动鞋（女士）,1040204020000000000,鞋,95.0,纺织面鞋,744.0
196,不易脱落沙滩鞋,1040204040000000000,鞋,95.0,塑料鞋,746.0
197,丙烯羊毛混可洗涤拖鞋,1040204020000000000,鞋,95.0,纺织面鞋,744.0
198,丝带芭蕾舞鞋,1040204060000000000,鞋,95.0,舞蹈、戏剧用靴鞋,748.0
199,丝带芭蕾鞋,1040204060000000000,鞋,95.0,舞蹈、戏剧用靴鞋,748.0
200,可洗涤室内鞋/M/棕色,1040204020000000000,鞋,95.0,纺织面鞋,744.0
201,芳香油,1070226040000000000,香精,160.0,日用香精,1809.0
202,香精油/薰衣草&洋甘菊,1070226040000000000,香精,160.0,日用香精,1809.0
203,A10 棉混弹力V领长袖T恤,1040201090000000000,服装,94.0,女Ｔ恤衫,718.0
204,A11轻量可收成小包羽,1040201120000000000,服装,94.0,男上衣,721.0
205,A11轻量可收成小包羽绒背心,1040201120000000000,服装,94.0,男上衣,721.0
206,A31短袖衬衫,1040201070000000000,服装,94.0,女衬衫,716.0
207,A31连肩衬,1040201070000000000,服装,94.0,女衬衫,716.0
208,EFMV对襟衫,1040201110000000000,服装,94.0,女上衣,720.0
209,EFM亨利领毛衫,1040201110000000000,服装,94.0,女上衣,720.0
210,提花羊毛船员/黑色 S,1040201990000000000,服装,94.0,其他服装,735.0
211,棉质侧面无接缝附蕾丝吊带内衣衫,1040201010000000000,服装,94.0,女内衣,710.0
212,棉质侧面无接缝附蕾丝边内衣背心,1040201110000000000,服装,94.0,女上衣,720.0
213,后车轮,1090314040000000000,交通运输设备,267.0,脚踏自行车零件,3199.0
214,转向销,1090314040000000000,交通运输设备,267.0,脚踏自行车零件,3199.0
215,轮毂盖,1090314040000000000,交通运输设备,267.0,脚踏自行车零件,3199.0
216,螺丝、螺帽、垫片,1090314040000000000,交通运输设备,267.0,脚踏自行车零件,3199.0
217,棉混线条运动护腕帯深藍色,1060406060000000000,体育用品,116.0,运动防护用具,1021.0
218,搭扣式　腕带4,1060406060000000000,体育用品,116.0,运动防护用具,1021.0
219,铅块,1060406990000000000,体育用品,116.0,其他体育用品,1024.0
220,搭扣式　腕带1,1060406060000000000,体育用品,116.0,运动防护用具,1021.0
221,哑铃,1060406990000000000,体育用品,116.0,其他体育用品,1024.0
222,护腕/深灰色,1060406060000000000,体育用品,116.0,运动防护用具,1021.0
223,双筒望远镜,1090619040000000000,光学仪器,341.0,望远镜瞄准具及类似器具,3698.0
224,混合蔬瓜类蔬菜,1010111010000000000,农副产品,13.0,作物茎、秆、根,42.0
225,根菜,1010111010000000000,农副产品,13.0,作物茎、秆、根,42.0
226,炼乳奶油,1030199000000000000,农副食品,54.0,其他农副食品,485.0
227,鲜奶冰激凌,1030209060000000000,冷冻饮品,79.0,食用冰,548.0
228,栗米片,1030299000000000000,其他食品,83.0,其他食品,562.0
229,抹茶冰激凌,1030209010000000000,冷冻饮品,79.0,冰淇淋,543.0
230,修理·加工费,2020000000000000000,劳务,363.0,修理修配劳务,3807.0
231,椰枣,1010115039900000000,坚果,22.0,其他食用坚果,129.0
232,漱口水,1070224990000000000,口腔清洁护理品,158.0,其他口腔清洁护理用品,1803.0
233,壁挂式观叶植物,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
234,观叶植物公主花,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
235,多肉植物・小白陶盆栽,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
236,空气植物与玻璃花盆组合,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
237,海盐,1020506010000000000,原盐,52.0,海盐,360.0
238,本味啉,1030207040000000000,发酵类制品,77.0,食品用发酵有机酸,535.0
239,基底粉,1030207050000000000,发酵类制品,77.0,食品用酶制剂,536.0
240,薄膜牙膏,1070224010000000000,口腔清洁护理品,158.0,牙膏、漱口液,1802.0
241,牙膏,1070224010000000000,口腔清洁护理品,158.0,牙膏、漱口液,1802.0
242,牙膏/便携装,1070224010000000000,口腔清洁护理品,158.0,牙膏、漱口液,1802.0
243,观叶植物,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
244,壁挂式观叶植物　半透明,1010114010100000000,园艺产品,18.0,盆栽观叶植物,68.0
245,携带用墨水,1060404010000000000,墨水,115.0,普通墨水,999.0
246,微波炉/19L,1090417040000000000,家用厨房电器具,289.0,家用电炉灶,3360.0
247,煮蛋器,1090417010000000000,家用厨房电器具,289.0,家用电热烹调器具,3357.0
248,衣物类吸尘器,1090418050000000000,家用清洁电器具,290.0,家用电清洁器具,3370.0
249,搅拌机/杯座,1090421990000000000,家用电器配件,293.0,其他家用电力器具专用配件,3391.0
250,电源线,1090421990000000000,家用电器配件,293.0,其他家用电力器具专用配件,3391.0
251,卷发器,1090419010000000000,家用美容保健电器,291.0,家用理发、吹风电器具,3373.0
252,超声波香薰机 / 绿,1090419990000000000,家用美容保健电器,291.0,其他家用美容、保健电器具,3378.0
253,USB桌上风扇（低噪音风扇·摇头式）·白色,1090416010000000000,家用通风电器具,288.0,家用电风扇,3351.0
254,USB桌上风扇(低噪音风扇)・绿色,1090416010000000000,家用通风电器具,288.0,家用电风扇,3351.0
255,USB桌上风扇(低噪音风扇)・黑色,1090416010000000000,家用通风电器具,288.0,家用电风扇,3351.0
256,空气循环风扇/低噪音风扇/大风量型,1090416010000000000,家用通风电器具,288.0,家用电风扇,3351.0
257,白色 USB桌上风扇,1090416010000000000,家用通风电器具,288.0,家用电风扇,3351.0
258,【配件】直流电风扇　遥控器,1090522050000000000,家用音视频设备,320.0,家用音视频设备用配件,3544.0
259,数码温湿度计,1090602010000000000,工业仪表,324.0,温度测量仪表,3554.0
260,杏干,1010115020000000000,干制水果,21.0,干制水果,114.0
261,无核软梅干,1010115020000000000,干制水果,21.0,干制水果,114.0
262,葡萄干,1010115020000000000,干制水果,21.0,干制水果,114.0
263,桂圆干,1010115020000000000,干制水果,21.0,干制水果,114.0
264,抹茶小豆,1010104990000000000,干豆,6.0,其他杂豆,27.0
265,混合豆子,1010104990000000000,干豆,6.0,其他杂豆,27.0
266,有机薏苡仁,1010104990000000000,干豆,6.0,其他杂豆,27.0
267,黑板/家,1060403030000000000,教具,114.0,具有书写或绘画面板类教具,995.0
268,黑板·小猪钱罐,1060403030000000000,教具,114.0,具有书写或绘画面板类教具,995.0
269,削笔器,1090627020000000000,文化办公用设备,350.0,削笔类用具,3741.0
270,铅笔刀,1090627020000000000,文化办公用设备,350.0,削笔类用具,3741.0
271,吸管意面,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
272,使用100%杜兰小麦  螺丝意大利面,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
273,自制美食 越式春卷皮,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
274,西红柿酸辣汤,1030203030000000000,方便食品,73.0,即食方便食品,507.0
275,风味汤包,1030203020000000000,方便食品,73.0,速冻食品,506.0
276,通心面,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
277,意大利卷面,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
278,意大利7#扁面,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
279,生牛肉饼,1030203020000000000,方便食品,73.0,速冻食品,506.0
280,薯角,1030203010000000000,方便食品,73.0,米、面制半成品,505.0
281,携带型牙膏组/3支入,1090226030000000000,日化专用设备,246.0,牙膏、化妆品、香精、香料专用设备,2895.0
282,混合果仁,1030111060000000000,果类加工品,66.0,果核及核仁,457.0
283,红糖腰果仁,1030111070000000000,果类加工品,66.0,焙、炒加工坚果及果仁,458.0
284,甜脆坚果组合,1030111070000000000,果类加工品,66.0,焙、炒加工坚果及果仁,458.0
285,核桃仁,1030111060000000000,果类加工品,66.0,果核及核仁,457.0
286,混合坚果,1030111990000000000,果类加工品,66.0,其他水果、坚果加工品,461.0
287,橄榄酱,1030111020000000000,果类加工品,66.0,水果酱,453.0
288,菠萝皮,1030111990000000000,果类加工品,66.0,其他水果、坚果加工品,461.0
289,红茶菠萝皮,1030111990000000000,果类加工品,66.0,其他水果、坚果加工品,461.0
290,糖水蓝莓,1030111090000000000,果类加工品,66.0,暂时保藏水果及坚果（原料）,460.0
291,柠檬果茸,1030111990000000000,果类加工品,66.0,其他水果、坚果加工品,461.0
292,柠檬皮,1030111990000000000,果类加工品,66.0,其他水果、坚果加工品,461.0
293,梅子酱,1030111020000000000,果类加工品,66.0,水果酱,453.0
294,蕉麻皮制洗衣篮,1050110990000000000,棕藤草制品,100.0,其他棕、藤、草及类似制品,846.0
295,藤编圓形篮Ｌ,1050110020000000000,棕藤草制品,100.0,藤制品,841.0
296,可重叠方形藤编篮子/小,1050110020000000000,棕藤草制品,100.0,藤制品,841.0
297,藤筐 带盖,1050110020000000000,棕藤草制品,100.0,藤制品,841.0
298,藤箱 小,1050110020000000000,棕藤草制品,100.0,藤制品,841.0
299,蕉麻圓形篮,1050110990000000000,棕藤草制品,100.0,其他棕、藤、草及类似制品,846.0
300,蕉麻带提手篮,1050110990000000000,棕藤草制品,100.0,其他棕、藤、草及类似制品,846.0
301,大蒜粉,1030103990000000000,植物加工品,58.0,其他植物加工品,396.0
302,魔芋块（灰）,1030103990000000000,植物加工品,58.0,其他植物加工品,396.0
303,淡奶油,1030105010500000000,植物油,60.0,食用植物油脂,410.0
304,食用植物油,1030105010400000000,植物油,60.0,其他食用植物油,409.0
305,芝麻油,1030105010500000000,植物油,60.0,食用植物油脂,410.0
306,天然橡胶手套,1070508010000000000,橡胶制品,172.0,橡胶手套,1958.0
307,硅胶迷你勺,1070508030000000000,橡胶制品,172.0,日用橡胶制品,1960.0
308,硅胶分隔小杯套装　3色,1070508030000000000,橡胶制品,172.0,日用橡胶制品,1960.0
309,腌泡鱿鱼,1030109030000000000,水产加工品,64.0,腌渍水产品,439.0
310,腌龙利鱼,1030109030000000000,水产加工品,64.0,腌渍水产品,439.0
311,腌渍青花鱼,1030109030000000000,水产加工品,64.0,腌渍水产品,439.0
312,混合海鲜,1030109990000000000,水产加工品,64.0,其他水产加工品,445.0
313,腌泡青花鱼,1030109030000000000,水产加工品,64.0,腌渍水产品,439.0
314,黄橄榄,1010115011200000000,水果,20.0,橄榄,85.0
315,黑橄榄,1010115011200000000,水果,20.0,橄榄,85.0
316,苹果,1010115010100000000,水果,20.0,苹果,74.0
317,草莓,1010115013500000000,水果,20.0,草莓,108.0
318,橙子,1010115010300000000,水果,20.0,柑橘类水果,76.0
319,青柠檬,1010115010300000000,水果,20.0,柑橘类水果,76.0
320,香蕉,1010115010500000000,水果,20.0,香蕉,78.0
321,牛油果,1010115019900000000,水果,20.0,其他未列明水果,113.0
322,哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
